linker_molecular_weight,e3_ligand_hydrogen_bond_acceptor_count,kcat,alpha,warhead_xlogp3,hydrogen_bond_acceptor_count,topological_polar_surface_area,linker_topological_polar_surface_area,kdegp,linker_hydrogen_bond_donor_count,linker_hydrogen_bond_acceptor_count,dmax,warhead_molecular_weight,alpha_dmax,e3_ligand_rotatable_bond_count,dc50,warhead_rotatable_bond_count,rotatable_bond_count,linker_xlogp3,alpha_dc50,warhead_hydrogen_bond_acceptor_count,molecular_weight,e3_ligand_xlogp3,e3_ligand_molecular_weight,kdp,e0,xlogp3,warhead_hydrogen_bond_donor_count,kde,warhead_binding_energy,e3_ligand_binding_energy,e3_ligand_hydrogen_bond_donor_count,linker_rotatable_bond_count,e3_ligand_topological_polar_surface_area,hydrogen_bond_donor_count,warhead_topological_polar_surface_area
190.239,5,1,1,2.6,15,242.78,44.76,0.010889207,0,4,0.96,487.56,1,1,13,6,20,-0.42,1,7,917.851,0,273.248,74.979,1,2.93,1,232.2763,7.125060292,6.633995068,2,10,109.57,4,96.89
252.307,4,1,1,4.93,17,238.09,66.38,0.010889207,1,6,0.91,553.598,1,1,8.6,6,24,-1.2,1,7,947.015,0.13,258.233,140.6234,1,2.37,3,296.2082,6.851942275,6.528402873,1,14,83.55,2,123.06
117.148,4,1,1,3.13,13,246.61,49.33,0.010889207,2,2,0.92,289.81,1,1,485,1,14,-0.22,1,3,816.876,0.13,258.233,12.6028,1,2.64,1,41.4206,7.899533982,7.38278329,1,3,83.55,5,39.06
243.263,5,1,1,0.71,18,264.86,75.47,0.010889207,0,7,0.94,453.528,1,1,2860,5,17,-1.29,1,8,829.828,0,273.248,587.1538,1,-0.23,2,1328.5936,6.231248091,5.876607855,2,11,109.57,3,134.41
113.16,4,1,1,3.19,13,198.95,29.1,0.010889207,1,2,0.8,433.501,1,1,11.8,9,10,-0.25,1,8,899.793,-0.5,259.265,8.5198,1,4.23,1,664.619,8.069570643,6.177427273,2,1,92.5,3,94.53
162.229,5,1,1,-5.47,15,204.67,27.69,0.021218616,0,3,0.95,443.202,1,1,0.31,6,19,0.52,1,12,923.449,0,273.248,463.4944,1,4.81,7,615.2355,6.333955493,6.21095861,2,8,109.57,3,252.57
169.272,4,1,1,1.79,10,149.4,27.3,0.010889207,2,3,0.88,276.384,1,1,1.4,5,10,-0.27,1,4,819.407,-0.5,259.265,253.8792,1,6.1,2,359.6371,6.595372883,6.444135464,2,1,92.5,2,47.61
232.324,4,1,1,4.18,13,184.87,45.17,0.010889207,1,5,0.7,572.75,1,1,30,9,17,-0.9,1,6,903.956,-0.5,259.265,47.8675,1,3.46,2,239.6507,7.31995956,6.620421236,2,8,92.5,3,86.9
309.403,5,1,1,2.71,17,259.96,81.4,0.010889207,1,7,0.848,486.638,1,1,52.3,6,30,-1.23,1,6,985.448,0,273.248,340.1522,1,3.37,3,170.7161,6.468326728,6.767725404,2,18,109.57,5,111.63
60.096,7,1,1,2.17,11,146.22,20.23,0.010889207,1,1,0.53,285.343,1,9,350,4,13,0.44,1,4,775.01,2.31,587.718,829.7398,1,5.44,0,13522.2986,6.081058097,4.868949477,4,1,140.73,3,48.3
249.307,5,1,1,3.33,15,253.53,66.02,0.010889207,1,5,0.78,532.666,1,1,12.1,7,24,-0.08,1,6,980.476,0,273.248,67.8454,1,4.8,2,61.8305,7.168479557,7.208797316,2,14,109.57,6,102.84
225.336,4,1,1,4.3,14,192.43,35.58,0.010889207,1,4,0.9936,420.368,1,1,9.37,4,10,-0.08,1,6,865.996,0.13,258.233,150.2012,1,3.63,1,351.3241,6.823326694,6.454292103,1,4,83.55,2,88.42
157.301,4,1,1,1.25,11,227.72,26.02,0.010889207,1,1,0.76,574.726,1,5,120,9,25,3.79,1,8,978.307,1.86,413.518,42.797,1,7.73,2,2364.4344,7.368586278,5.626272727,3,8,98.74,7,111.01
136.194,4,1,1,4.11,10,182.98,9.23,0.010889207,0,1,0.71,446.91,1,5,50,8,16,2.03,1,7,973.637,1.86,413.518,342.4171,1,9.35,1,1402.4679,6.465444531,5.853107073,3,3,98.74,4,68.74
60.052,4,1,1,4.07,15,223.18,37.3,0.021218616,1,2,0.99,464.831,1,1,1,5,12,-0.93,1,4,873.972,0.13,258.233,41.5925,1,4.21,3,103.7899,7.380984806,6.98384503,1,1,83.55,3,92.35
85.15,4,1,1,2.3,12,144.55,12.03,0.021218616,1,1,0.98,417.42,1,1,0.4,4,5,0.64,1,9,726.819,0.13,258.233,71.2954,1,3.52,0,151.9788,7.146938689,6.818216922,1,0,83.55,1,81.43
79.102,7,1,1,4.1,13,203.03,12.89,0.006318381,0,1,0.95,494.429,1,9,95,7,10,0.85,1,3,819.005,2.31,587.718,3822.2588,1,4.56,1,4166.5099,5.417679913,5.380227587,4,0,140.73,5,49.77
162.229,5,1,1,-5.47,15,204.67,27.69,0.021218616,0,3,0.97,443.202,1,1,0.6,6,19,0.52,1,12,923.449,0,273.248,485.5458,1,4.81,7,615.2355,6.313769781,6.21095861,2,8,109.57,3,252.57
104.149,4,1,1,2.91,17,255.55,18.46,0.010889207,0,2,0.75,445.527,1,5,220,4,20,0.3,1,8,1029.19,1.86,413.518,571.1885,1,4.99,2,3653.2319,6.243220539,5.437322763,3,4,98.74,4,85.86
207.27,4,1,1,2.55,16,220.72,62.94,0.010889207,1,5,0.97,377.286,1,5,200,3,23,-1.3,1,5,1046.714,1.86,413.518,890.204,1,4.82,1,3175.2311,6.050510436,5.49822466,3,11,98.74,4,50.16
72.151,8,1,1,1.4,14,180.69,0,0.010889207,0,0,0.95,353.422,1,9,1.76,5,19,2.92,1,6,995.232,1.83,594.738,190.8735,1,5.06,0,661.3593,6.719254403,6.17956252,4,2,164.52,3,56.59
155.245,4,1,1,3.83,10,149.4,27.3,0.010889207,2,3,0.99,418.501,1,1,1.9,8,9,-0.79,1,8,777.326,-0.5,259.265,198.0577,1,4.69,1,177.9382,6.703208294,6.749730803,2,2,92.5,2,84.76
163.217,4,1,1,2.55,15,211.49,53.71,0.010889207,1,4,0.98,377.286,1,5,40,3,20,-1.16,1,5,1002.661,1.86,413.518,1153.2082,1,4.96,1,2925.7736,5.938092297,5.533759287,3,8,98.74,4,50.16
196.246,4,1,1,4.07,16,267.48,38.69,0.021218616,1,3,0.999,422.828,1,5,1.4,7,19,2.02,1,6,1150.297,1.86,413.518,335.243,1,4.52,3,765.8829,6.474640327,6.115837648,3,5,98.74,6,117.2
308.375,4,1,1,3.33,16,262.76,101.27,0.010889207,2,7,0.907,532.666,1,1,42.9,7,27,-1.54,1,6,1024.529,0.13,258.233,258.252,1,4.65,2,68.4761,6.587956348,7.164461185,1,18,83.55,6,102.84
60.096,4,1,1,3.59,14,217.31,9.23,0.010889207,0,1,0.99,486.944,1,5,23.2,7,19,0.45,1,8,982.121,1.86,413.518,395.119,1,5.86,3,1429.0035,6.403272052,5.844966703,3,1,98.74,5,91.41
162.229,5,1,1,-5.47,15,204.67,27.69,0.021218616,0,3,0.95,443.202,1,1,1,6,19,0.52,1,12,923.449,0,273.248,463.4944,1,4.81,7,615.2355,6.333955493,6.21095861,2,8,109.57,3,252.57
183.339,7,1,1,4.33,10,130.61,3.24,0.021218616,0,1,0.97,547.541,1,1,5,5,12,3.98,1,6,824.43,0.66,273.252,329.2174,1,5.95,2,336.0927,6.482517154,6.473540979,2,6,119.97,1,103.35
119.164,4,1,1,2.57,11,191.53,44.48,0.021218616,1,3,0.94,378.439,1,5,126,4,18,-1.01,1,9,992.64,1.86,413.518,2956.6172,1,6.71,3,3834.0188,5.5292049,5.416345758,3,5,98.74,5,145.99
212.337,7,1,1,1.69,19,263.54,23.55,0.010889207,0,2,0.94,591.71,1,9,12.9,14,31,1.99,1,9,1641.523,2.31,587.718,226.5925,1,12.31,5,4337.0262,6.644754488,5.362807954,4,5,140.73,5,193.5
207.27,4,1,1,2.55,16,220.72,62.94,0.010889207,1,5,0.97,377.286,1,5,200,3,23,-1.3,1,5,1046.714,1.86,413.518,1784.9088,1,4.82,1,3175.2311,5.748383961,5.49822466,3,11,98.74,4,50.16
226.364,7,1,1,1.69,19,263.54,23.55,0.010889207,0,2,0.79,591.71,1,9,316.2,14,32,2.53,1,9,1655.55,2.31,587.718,143.9942,1,12.86,5,3512.386,6.841655138,5.454397764,4,6,140.73,5,193.5
162.229,5,1,1,-5.47,15,204.67,27.69,0.021218616,0,3,0.95,443.202,1,1,1,6,19,0.52,1,12,923.449,0,273.248,342.5187,1,4.81,7,615.2355,6.465315659,6.21095861,2,8,109.57,3,252.57
174.24,5,1,1,4.3,14,213.2,35.53,0.010889207,0,3,0.95,420.368,1,1,68.3,4,17,0.62,1,6,829.915,0,273.248,153.3227,1,3.5,1,77.7546,6.81439354,7.109274064,2,9,109.57,3,88.42
150.221,8,1,1,4.1,14,208.6,9.23,0.010889207,0,1,0.999,494.429,1,9,16,7,17,3.15,1,3,950.151,1.83,594.738,1462.048,1,5.34,1,712.6867,5.835038375,6.147101352,4,3,164.52,5,49.77
100.161,7,1,1,2.54,17,251.07,17.07,0.010889207,0,1,0.908,523.659,1,9,63,7,28,1.64,1,7,1542.39,2.31,587.718,66.9183,1,12.83,3,3474.4363,7.174454799,5.459115647,4,4,140.73,5,135.42
207.27,4,1,1,2.57,13,209.99,62.94,0.0147165,1,5,0.92,378.439,1,5,20,4,24,-1.3,1,9,1080.746,1.86,413.518,2131.5407,1,6.41,3,7280.3016,5.671306368,5.137850627,3,11,98.74,5,145.99
57.096,4,1,1,2.3,12,144.55,12.03,0.021218616,1,1,0.98,417.42,1,1,0.3,4,5,-0.07,1,9,698.765,-0.5,259.265,1075.0666,1,2.81,0,229.4776,5.968564637,6.639259789,2,0,92.5,1,81.43
127.147,5,1,1,4.58,12,217.19,50.94,0.011118242,1,4,0.8801,312.398,1,1,3.41,4,15,-0.66,1,6,737.774,0,273.248,20.7755,1,2.28,0,578.2406,7.682447482,6.237891415,2,2,109.57,5,50.08
233.308,4,1,1,2.59,14,239.12,67.79,0.010889207,2,4,0.91,382.251,1,1,27,4,24,-0.25,1,4,992.986,0.13,258.233,327.0231,1,5.03,4,144.1098,6.485421613,6.841306544,1,11,83.55,4,98.91
16.043,7,1,1,3.19,14,206.72,0,0.010889207,0,0,0.74,433.501,1,9,70,9,15,0.65,1,8,1017.054,2.31,587.718,279.7823,1,6.81,1,9579.8621,6.553179702,5.018640742,4,0,140.73,5,94.53
163.217,6,1,1,2.55,17,232.75,53.71,0.021218616,1,4,0.999,377.286,1,5,350,3,22,-1.16,1,5,1101.794,2.86,458.628,682.5187,1,5.06,1,1101.6306,6.16588547,5.957964002,3,8,108.55,5,50.16
87.122,4,1,1,3.72,13,208.98,29.1,0.031118096,1,1,0.82,316.353,1,5,590,6,15,1.04,1,5,832.988,1.86,413.518,184.0487,1,4.72,1,1199.9308,6.735067223,5.92084381,3,3,98.74,5,57.15
305.462,5,1,1,3.16,10,212.34,38.33,0.011118242,1,2,0.99,346.434,1,1,4950,3,20,4.99,1,5,754.841,0,273.248,14.3847,1,3.74,2,43.6535,7.84210065,7.359980615,2,12,109.57,6,75.27
141.218,4,1,1,3.83,10,149.4,27.3,0.010889207,2,3,0.98,418.501,1,1,0.1,8,8,-0.98,1,8,763.299,-0.5,259.265,121.8129,1,4.5,1,188.6103,6.91430669,6.724434599,2,1,92.5,2,84.76
100.205,7,1,1,1.67,15,206.08,0,0.010889207,0,0,0.82,440.887,1,9,0.49,4,21,4.01,1,4,1092.429,2.31,587.718,249.4011,1,8.86,3,8061.8377,6.603101719,5.093565947,4,4,140.73,5,107.61
178.228,5,1,1,2.19,15,248.97,47.92,0.010889207,1,4,0.85,434.548,1,1,36.9,5,19,-0.53,1,8,888.882,0,273.248,30.7377,1,3.05,2,67.3291,7.512327996,7.171797007,2,9,109.57,4,91.21
119.164,4,1,1,2.55,14,202.26,44.48,0.021218616,1,3,0.96,377.286,1,5,100,3,17,-1.01,1,5,958.608,1.86,413.518,892.4975,1,5.11,1,4920.2959,6.049392981,5.308008775,3,5,98.74,4,50.16
68.119,7,1,1,2.58,8,132.85,0,0.010889207,0,0,0.99,512.542,1,1,200,8,7,1.88,1,6,789.981,0.66,273.252,50.305,1,6.4,2,424.9069,7.298388486,6.371706232,2,1,119.97,2,120.94
163.217,4,1,1,2.55,15,211.49,53.71,0.010889207,1,4,0.98,377.286,1,5,40,3,20,-1.16,1,5,1002.661,1.86,413.518,1347.6497,1,4.96,1,2925.7736,5.870422995,5.533759287,3,8,98.74,4,50.16
160.217,4,1,1,2.55,12,194.05,75.35,0.021218616,3,3,0.86,377.286,1,1,184,3,13,-0.98,1,5,799.31,0.13,258.233,134.4407,1,3.58,1,950.218,6.871469248,6.022176762,1,6,83.55,3,50.16
85.15,4,1,1,2.3,12,144.55,12.03,0.021218616,1,1,0.98,417.42,1,1,0.4,4,5,0.64,1,9,726.819,0.13,258.233,730.5408,1,3.52,0,151.9788,6.136355537,6.818216922,1,0,83.55,1,81.43
156.313,5,1,1,2.74,10,205.08,0,0.011017488,0,0,0.76,481.307,1,5,1380,6,22,6.17,1,7,896.168,1.34,414.506,124.1657,1,7.56,4,800.7835,6.905998496,6.096484869,3,8,122.53,6,153.09
71.123,4,1,1,2.3,12,144.55,12.03,0.0147165,1,1,0.98,417.42,1,1,0.4,4,6,0.36,1,9,712.792,0.13,258.233,24.1898,1,3.03,0,242.0766,7.616367547,6.616047135,1,0,83.55,1,81.43
293.36,4,1,1,3.59,17,255.25,86.25,0.010889207,2,6,0.87,486.944,1,1,10,7,28,-1.43,1,8,1015.034,0.13,258.233,68.6191,1,2.42,3,185.1916,7.163554841,6.7323787,1,15,83.55,4,91.41
119.164,4,1,1,2.55,14,202.26,44.48,0.0147165,1,3,0.97,377.286,1,5,316,3,17,-1.01,1,5,958.608,1.86,413.518,1266.012,1,5.11,1,4920.2959,5.897562172,5.308008775,3,5,98.74,4,50.16
163.217,4,1,1,2.55,15,211.49,53.71,0.010889207,1,4,0.98,377.286,1,5,40,3,20,-1.16,1,5,1002.661,1.86,413.518,722.3111,1,4.96,1,2925.7736,6.141275704,5.533759287,3,8,98.74,4,50.16
226.364,7,1,1,1.69,19,263.54,23.55,0.010889207,0,2,0.79,591.71,1,9,316.2,14,32,2.53,1,9,1655.55,2.31,587.718,1204.8474,1,12.86,5,3512.386,5.919067958,5.454397764,4,6,140.73,5,193.5
190.239,5,1,1,2.6,15,242.78,44.76,0.010889207,0,4,0.95,487.56,1,1,3,6,20,-0.42,1,7,917.851,0,273.248,74.979,1,2.93,1,232.2763,7.125060292,6.633995068,2,10,109.57,4,96.89
162.229,5,1,1,-5.47,15,204.67,27.69,0.021218616,0,3,0.95,443.202,1,1,0.31,6,19,0.52,1,12,923.449,0,273.248,342.5187,1,4.81,7,615.2355,6.465315659,6.21095861,2,8,109.57,3,252.57
138.185,8,1,1,4.1,13,199.37,0,0.010889207,0,0,0.95,494.429,1,9,33,7,15,3.18,1,3,938.115,1.83,594.738,713.9965,1,5.37,1,360.0239,6.146303919,6.443668664,4,1,164.52,5,49.77
107.156,7,1,1,4.1,13,203.03,12.89,0.006318381,0,1,0.8,494.429,1,9,379,7,12,1.65,1,3,847.059,2.31,587.718,19466.6651,1,4.46,1,2415.9728,4.710708443,5.616907959,4,1,140.73,5,49.77
223.364,4,1,1,2.63,15,221.72,30.71,0.010889207,0,3,0.91,445.527,1,5,3.57,4,26,4.52,1,8,1133.837,1.86,413.518,76.377,1,9.46,2,1270.1276,7.117037529,5.896152644,3,9,98.74,5,85.86
155.201,5,1,1,4.58,12,217.19,50.94,0.011118242,1,4,0.863,312.398,1,1,2.54,4,17,0.13,1,6,765.828,0,273.248,6.2445,1,3.1,0,390.172,8.204503517,6.408743918,2,4,109.57,5,50.08
85.15,4,1,1,2.3,12,144.55,12.03,0.010889207,1,1,0.68,417.42,1,1,50,4,5,0.64,1,9,726.819,0.13,258.233,305.3642,1,3.52,0,151.9788,6.515181881,6.818216922,1,0,83.55,1,81.43
57.096,4,1,1,2.3,12,144.55,12.03,0.010889207,1,1,0.99,417.42,1,1,0.2,4,5,-0.07,1,9,698.765,-0.5,259.265,46.9816,1,2.81,0,229.4776,7.328071946,6.639259789,2,0,92.5,1,81.43
213.365,5,1,1,4.5,10,211.05,29.1,0.003319283,1,1,0.99,492.004,1,1,2.89,4,19,4.53,1,7,876.987,0,273.248,34.3318,1,5.03,2,98.4656,7.464302852,7.006715518,2,10,109.57,4,92.4
249.307,4,1,1,2.03,16,224.03,80.01,0.010889207,1,6,0.96,528.589,1,1,0.75,12,21,-1.87,1,11,1028.128,-0.5,259.265,525.1543,1,1.57,2,163.8105,6.279713064,6.785658214,2,14,92.5,3,124.47
226.364,7,1,1,1.69,19,263.54,23.55,0.010889207,0,2,0.96,591.71,1,9,12.8,14,32,2.53,1,9,1655.55,2.31,587.718,143.9942,1,12.86,5,3512.386,6.841655138,5.454397764,4,6,140.73,5,193.5
162.229,5,1,1,-5.47,15,204.67,27.69,0.021218616,0,3,0.97,443.202,1,1,0.6,6,19,0.52,1,12,923.449,0,273.248,463.4944,1,4.81,7,615.2355,6.333955493,6.21095861,2,8,109.57,3,252.57
79.102,7,1,1,4.1,13,203.03,12.89,0.006318381,0,1,0.98,494.429,1,9,28,7,10,0.85,1,3,819.005,2.31,587.718,8923.9547,1,4.23,1,2614.5595,5.049442641,5.582601464,4,0,140.73,5,49.77
215.337,4,1,1,4.34,12,233.51,49.33,0.010889207,2,2,0.82,362.381,1,5,367.7,4,21,3.39,1,5,928.122,1.86,413.518,2311.7158,1,5.24,0,1773.0721,5.636065554,5.751273596,3,10,98.74,5,57.9
87.122,4,1,1,3.72,13,208.98,29.1,0.008718078,1,1,0.75,316.353,1,5,300,6,15,1.04,1,5,832.988,1.86,413.518,402.1788,1,4.72,1,1199.9308,6.395580787,5.92084381,3,3,98.74,5,57.15
160.257,4,1,1,4.2,13,199.55,18.46,0.010889207,0,2,0.71,492.498,1,5,50,8,21,2.08,1,7,1021.198,1.86,413.518,133.1418,1,6.71,1,1406.2923,6.875685587,5.851924406,3,8,98.74,3,95.34
124.183,7,1,1,3.9,12,188.17,17.07,0.010889207,0,1,0.76,600.757,1,1,4.97,14,13,1.68,1,7,884.051,0.66,273.252,16.4929,1,4.39,4,217.2418,7.782703374,6.663056513,2,5,119.97,3,151.93
162.229,4,1,1,3.05,12,186.66,38.69,0.010889207,1,3,0.71,543.068,1,5,50,3,20,0.32,1,8,1024.173,1.86,413.518,165.3033,1,7.19,1,1220.4194,6.781718553,5.913490884,3,8,98.74,3,100.13
129.247,4,1,1,6.27,9,169.73,26.02,0.010889207,1,1,0.97,414.896,1,1,1.5,5,16,2.7,1,4,753.3,-0.88,285.303,299.6946,1,6.93,2,20.5785,6.523321015,7.686585961,2,6,78.51,4,66.73
207.27,4,1,1,2.57,13,209.99,62.94,0.021218616,1,5,0.95,378.439,1,5,8,4,24,-1.3,1,9,1080.746,1.86,413.518,1745.1911,1,6.41,3,7280.3016,5.758157021,5.137850627,3,11,98.74,5,145.99
160.257,7,1,1,3.13,12,186.66,18.46,0.010889207,0,2,0.71,392.466,1,9,50,4,21,2.08,1,6,1070.217,2.31,587.718,337.8212,1,8.05,2,2227.377,6.471313046,5.652206276,4,8,140.73,3,95.64
145.202,4,1,1,3.13,13,246.61,49.33,0.010889207,2,2,0.97,289.81,1,1,293,1,16,0.68,1,3,844.93,0.13,258.233,12.5251,1,3.36,1,25.5707,7.902217455,7.592256672,1,5,83.55,5,39.06
144.258,4,1,1,2.74,10,205.08,9.23,0.010889207,0,1,0.56,481.307,1,5,4190,6,20,3.5,1,7,854.087,1.86,413.518,164.5833,1,5.85,4,2424.3349,6.783614112,5.615407386,3,7,98.74,6,153.09
122.167,8,1,1,3,11,205.35,9.23,0.010889207,0,1,0.71,319.372,1,9,50,5,14,1.57,1,6,883.443,2.33,553.685,186.8953,1,6.95,3,2836.7231,6.728401613,5.54718305,3,2,137.66,4,102.31
134.222,8,1,1,4.1,13,199.37,0,0.006318381,0,0,0.9,494.429,1,9,58,7,16,3.63,1,3,934.152,1.83,594.738,1098.2531,1,5.63,1,686.9879,5.959297556,6.163050937,4,2,164.52,5,49.77
85.15,4,1,1,2.3,12,144.55,12.03,0.021218616,1,1,0.98,417.42,1,1,0.4,4,5,0.64,1,9,726.819,0.13,258.233,305.3642,1,3.52,0,151.9788,6.515181881,6.818216922,1,0,83.55,1,81.43
142.286,4,1,1,5.27,11,207.21,0,0.010889207,0,0,0.996,524.658,1,5,20.4,11,19,5.63,1,7,870.086,1.86,413.518,1299.6586,1,6.46,1,2078.738,5.886170703,5.682200235,3,7,98.74,5,108.16
160.257,4,1,1,4.82,13,186.36,18.46,0.010889207,0,2,0.989,571.705,1,5,11.7,8,22,2.09,1,10,934.532,1.86,413.518,243.5042,1,6.88,3,1845.1838,6.613493487,5.733960373,3,8,98.74,4,105.57
249.307,5,1,1,3.33,15,253.53,66.02,0.010889207,1,5,0.835,532.666,1,1,37.9,7,24,-0.08,1,6,980.476,0,273.248,67.8454,1,4.8,2,61.8305,7.168479557,7.208797316,2,14,109.57,6,102.84
240.391,7,1,1,1.69,19,263.54,23.55,0.010889207,0,2,0.69,591.71,1,9,354.8,14,33,3.07,1,9,1669.577,2.31,587.718,743.5935,1,13.4,5,3702.6912,6.128664404,5.431482502,4,7,140.73,5,193.5
163.217,6,1,1,2.55,17,232.75,53.71,0.021218616,1,4,0.99,377.286,1,4,780,3,24,-1.16,1,5,1075.756,2.55,439.585,961.4668,1,4.51,1,2576.9861,6.017065707,5.588887923,3,8,108.13,5,50.16
104.149,4,1,1,2.91,17,255.55,18.46,0.010889207,0,2,0.88,445.527,1,5,136,4,20,0.3,1,8,1029.19,1.86,413.518,778.5923,1,4.99,2,3653.2319,6.108689917,5.437322763,3,4,98.74,4,85.86
